"event-id","visible","timestamp","location-long","location-lat","comments","modelled","study-specific-measurement","tag-tech-spec","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","OSU Ocean NPP 0.17deg 8d NPP","VIIRS Ocean Mapped OceanColor 4km Daily Euphotic Depth","ETOPO1 Elevation","OSCAR 1/3deg 5d Surface Currents Zonal Velocity","OSCAR 1/3deg 5d Surface Currents Meridional Velocity","MODIS Ocean Aqua OceanColor 4km Daily Daytime SST"
"1940489872","true","2011-12-16 14:52:57.000","-3.042553728","-58.20250398","-187479.9764-3527205.619","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","161.5431705783736","NaN","-3753","0.07774623296821033","-0.04969754053917928","NaN"
"1940489873","true","2011-12-16 15:22:57.000","-3.127480648","-58.09293127","-193406.2787-3539703.968","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","158.07287634320113","NaN","-4602","0.08899360499792491","-0.05995267993707174","NaN"
"1940489874","true","2011-12-16 15:52:57.000","-3.195300305","-58.05138416","-197866.6153-3544319.893","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","141.85096834981587","NaN","-4890","0.09374536201111232","-0.06620037089581449","NaN"
"1940489875","true","2011-12-16 16:22:57.000","-3.248851411","-58.06763571","-201071.5725-3542237.313","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","139.8035268937606","NaN","-4802","0.0933464214481913","-0.06801867344167851","NaN"
"1940489876","true","2011-12-16 16:52:57.000","-3.339262639","-58.02564309","-206946.7322-3546814.831","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","139.63350020635383","NaN","-4938","0.09961031670214186","-0.08863365981116153","NaN"
"1940489877","true","2011-12-16 17:22:57.000","-3.393712583","-57.9923133","-210547.908-3550505.586","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","140.4337785098545","NaN","-4920","0.11166559095437897","-0.09138732649405872","NaN"
"1940489878","true","2011-12-16 17:52:57.000","-3.414502297","-57.97048959","-211988.1428-3552975.699","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","141.01684508144427","NaN","-4828","0.11159091499996995","-0.09098879098387706","NaN"
"1940489879","true","2011-12-16 18:22:57.000","-3.450211894","-57.91615122","-214584.8566-3559184.901","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","150.05827495852478","NaN","-4553","0.11234079042959452","-0.08939467286468394","NaN"
"1940489880","true","2011-12-16 18:52:57.000","-3.476169242","-57.85934509","-216600.1318-3565718.96","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","160.58229601788022","NaN","-4104","0.11440367811734403","-0.08689013108377687","NaN"
"1940489881","true","2011-12-16 19:22:57.000","-3.526101064","-57.75273902","-220474.6288-3577978.491","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","180.28961954957498","NaN","-3263","0.12021891936995835","-0.0834394891942483","NaN"
"1940489882","true","2011-12-16 19:52:57.000","-3.599401363","-57.66509878","-225695.9322-3587932.319","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","207.92528383020093","NaN","-3288","0.12324127319040157","-0.07492412817915962","NaN"
"1940489883","true","2011-12-16 20:22:57.000","-3.65396695","-57.61568702","-229481.5394-3593490.003","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","216.3554329848154","NaN","-3272","0.11751232441192595","-0.06643529011539098","NaN"
"1940489884","true","2011-12-16 20:52:57.000","-3.715399742","-57.57353209","-233654.3066-3598168.872","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","230.48549346928678","NaN","-3192","0.13929579984394855","-0.05569267545467115","NaN"
"1940489885","true","2011-12-16 21:22:57.000","-3.753128338","-57.56763561","-236068.8193-3598703.453","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","233.68181463038664","NaN","-3213","0.13977005894739616","-0.052689059153434685","NaN"
"1940489886","true","2011-12-16 21:52:57.000","-3.771814661","-57.58356304","-237119.7513-3596764.651","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","230.06357185619785","NaN","-3257","0.1412211021227467","-0.056395438029620014","NaN"
"1940489887","true","2011-12-16 22:22:57.000","-3.758494809","-57.64716543","-235795.3209-3589387.077","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","217.9201243045514","NaN","-3366","0.14300153016990752","-0.07365875717650497","NaN"
"1940489888","true","2011-12-16 22:52:57.000","-3.699862479","-57.69694061","-231746.0217-3583810.972","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","202.75137449727322","NaN","-3332","0.13673123595456416","-0.0980537047410152","NaN"
"1940489889","true","2011-12-16 23:22:57.000","-3.678719455","-57.72621705","-230203.6415-3580476.29","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","198.15515924932376","NaN","-3373","0.13329629157504805","-0.09573704274084195","NaN"
"1940489890","true","2011-12-16 23:52:57.000","-3.618027239","-57.78949583","-225943.4652-3573327.328","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","172.03705087506108","NaN","-3507","0.11960029841715683","-0.0889863532519837","NaN"
"1940489891","true","2011-12-17 00:22:57.000","-3.531813014","-57.87848058","-219925.0566-3563272.943","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","156.37013585567314","NaN","-4304","0.11329684531494959","-0.09023983181446123","NaN"
"1940489892","true","2011-12-17 00:52:57.000","-3.511247598","-57.95309208","-218111.6955-3554642.895","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","142.9301567980351","NaN","-4731","0.10999748860358585","-0.09329555796015987","NaN"
"1940489893","true","2011-12-17 01:22:57.000","-3.505233269","-57.98037477","-217543.5482-3551482.064","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","142.72018224033118","NaN","-4839","0.10936346189490678","-0.09401884615675972","NaN"
"1940489894","true","2011-12-17 01:52:57.000","-3.425673954","-58.05246382","-212108.364-3543369.72","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.0074969516173","NaN","-4982","0.0860368281766704","-0.08629505032419524","NaN"
"1940489895","true","2011-12-17 02:22:57.000","-3.429671038","-58.05691803","-212324.4172-3542835.317","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.07270207467957","NaN","-4982","0.08494133989012766","-0.08598674224003813","NaN"
"1940489896","true","2011-12-17 02:52:57.000","-3.428603477","-58.05921966","-212242.3198-3542570.785","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.1464622147264","NaN","-4982","0.08452540425737752","-0.08586972518401456","NaN"
"1940489897","true","2011-12-17 03:22:57.000","-3.428385349","-58.06123145","-212214.7741-3542336.917","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.21234939075907","NaN","-4982","0.08411563187076314","-0.08576986640886089","NaN"
"1940489898","true","2011-12-17 03:52:57.000","-3.428451104","-58.06368055","-212201.7243-3542050.989","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.29313364262237","NaN","-4982","0.08360507742617351","-0.08562875822550124","NaN"
"1940489899","true","2011-12-17 04:22:57.000","-3.427379254","-58.06722866","-212110.6747-3541641.08","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.42981765676384","NaN","-4982","0.08292697601541717","-0.08538984448256938","NaN"
"1940489900","true","2011-12-17 04:52:57.000","-3.41325466","-58.09939321","-211013.8212-3537941.625","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","148.33366995599744","NaN","-4871","0.0768117076819185","-0.08238796764148347","NaN"
"1940489901","true","2011-12-17 05:22:57.000","-3.351009053","-58.21030601","-206412.8383-3525235.66","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","146.53812304700415","NaN","-4320","0.055989390193441936","-0.07032658518712058","NaN"
"1940489902","true","2011-12-17 05:52:57.000","-3.276808333","-58.29034538","-201313.1739-3516170.512","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","147.24075899240393","NaN","-4851","0.05760094811886524","-0.05132080445412999","NaN"
"1940489903","true","2011-12-17 06:22:57.000","-3.261152028","-58.28866124","-200363.542-3516421.662","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","147.06054354433743","NaN","-4820","0.059289943756967965","-0.05110819156580111","NaN"
"1940489904","true","2011-12-17 06:52:57.000","-3.245209431","-58.28701012","-199395.9978-3516669.705","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","149.87328612905867","NaN","-4758","0.060948015644696624","-0.05083463289351165","NaN"
"1940489905","true","2011-12-17 07:22:57.000","-3.228778154","-58.28497307","-198400.8725-3516964.157","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","150.10359849749332","NaN","-4687","0.06260982390697122","-0.05050515857343585","NaN"
"1940489906","true","2011-12-17 07:52:57.000","-3.212338453","-58.28333681","-197402.456-3517211.645","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","150.52960604307466","NaN","-4656","0.06408756047103492","-0.05010334028425081","NaN"
"1940489907","true","2011-12-17 08:22:57.000","-3.195271118","-58.28188235","-196364.1998-3517439.812","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","151.1390581328232","NaN","-4680","0.06545980446092337","-0.04961265954042127","NaN"
"1940489908","true","2011-12-17 08:52:57.000","-3.177028401","-58.28030967","-195254.4275-3517685.46","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","151.91424246741406","NaN","-4728","0.06678009327575773","-0.04902005431713367","NaN"
"1940489909","true","2011-12-17 09:22:57.000","-3.157089925","-58.27864156","-194041.0136-3517947.627","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","152.85819663869609","NaN","-4552","0.06804500396780376","-0.048296937397287645","NaN"
"1940489910","true","2011-12-17 09:52:57.000","-3.134491166","-58.2830175","-192625.5079-3517513.825","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","153.75870347454486","NaN","-4407","0.06885322948780534","-0.04689596749916017","NaN"
"1940489911","true","2011-12-17 10:22:57.000","-3.115896065","-58.3042861","-191348.9575-3515097.183","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","153.60593334487476","NaN","-4456","0.06868961006246745","-0.044071719800215306","NaN"
"1940489912","true","2011-12-17 10:52:57.000","-3.144565551","-58.27323929","-193306.6098-3518619.659","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","153.60752791268735","NaN","-4390","0.0690593296072732","-0.04828930377280945","NaN"
"1940489913","true","2011-12-17 11:22:57.000","-3.180518255","-58.26397992","-195574.4548-3519576.962","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","151.54216089447016","NaN","-4462","0.06818594187003545","-0.050459038532631235","NaN"
"1940489914","true","2011-12-17 11:52:57.000","-3.214959275","-58.26483808","-197684.4508-3519358.736","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","149.3808204883218","NaN","-4356","0.0662570194686491","-0.05155159321493705","NaN"
"1940489915","true","2011-12-17 12:22:57.000","-3.269741149","-58.26496386","-201048.466-3519153.456","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","146.5268865736529","NaN","-4646","0.06323029849104397","-0.05286560649599784","NaN"
"1940489916","true","2011-12-17 12:52:57.000","-3.340707896","-58.24097125","-205570.3788-3521698.135","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","147.16921397422726","NaN","-4339","0.05037354238851683","-0.06740705140413651","NaN"
"1940489917","true","2011-12-17 13:22:57.000","-3.420584241","-58.19249312","-210817.5497-3527058.89","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","147.99905155067168","NaN","-4331","0.057529125568330584","-0.07322905556689598","NaN"
"1940489918","true","2011-12-17 13:52:57.000","-3.468488071","-58.14781528","-214082.0795-3532090.089","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","145.99135323385636","NaN","-4712","0.06544403939915538","-0.07844017871114227","NaN"
"1940489919","true","2011-12-17 14:22:57.000","-3.509757275","-58.11984228","-216826.1763-3535196.587","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.55594694869237","NaN","-5002","0.07022131647590514","-0.08176750283393397","NaN"
"1940489920","true","2011-12-17 14:52:57.000","-3.549413118","-58.00632643","-220094.1612-3548285.413","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","142.42931997024243","NaN","-4851","0.08535676396598384","-0.09240952185089243","NaN"
"1940489921","true","2011-12-17 15:22:57.000","-3.570781757","-57.94152386","-221889.331-3555764.31","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.34334381729113","NaN","-4653","0.10821674693422108","-0.09722987529323211","NaN"
"1940489922","true","2011-12-17 15:52:57.000","-3.569841424","-57.93672782","-221865.8918-3556327.652","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.42138181616446","NaN","-4653","0.10856264361976663","-0.09709999917796455","NaN"
"1940489923","true","2011-12-17 16:22:57.000","-3.577725708","-57.91870926","-222486.7454-3558399.966","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","143.70459466047458","NaN","-4565","0.10970956341044634","-0.09654422466198939","NaN"
"1940489924","true","2011-12-17 16:52:57.000","-3.592331719","-57.9018435","-223517.4375-3560311.608","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","146.63687929923137","NaN","-4461","0.11078999620937745","-0.09614103165201643","NaN"
"1940489925","true","2011-12-17 17:22:57.000","-3.593936386","-57.90165199","-223618.5541-3560327.7","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","146.67858309474175","NaN","-4461","0.11076785824666903","-0.0962697731161698","NaN"
"1940489926","true","2011-12-17 17:52:57.000","-3.599369868","-57.90215681","-223952.4802-3560247.556","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","146.66209026187056","NaN","-4461","0.11065143295857424","-0.09647918104921092","NaN"
"1940489927","true","2011-12-17 18:22:57.000","-3.604795389","-57.91478854","-224196.7318-3558752.038","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","145.57489891336405","NaN","-4566","0.10951040672801256","-0.09721774472880992","NaN"
"1940489928","true","2011-12-17 18:52:57.000","-3.605494807","-57.92140188","-224191.5402-3557977.47","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","140.38086452784228","NaN","-4566","0.10889439834021394","-0.0976436718823423","NaN"
"1940489929","true","2011-12-17 19:22:57.000","-3.604851603","-57.926365","-224115.1075-3557400.766","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","139.9068486376279","NaN","-4651","0.10843110321714851","-0.09797845394919956","NaN"
"1940489930","true","2011-12-17 19:52:57.000","-3.609450787","-57.93332358","-224349.4368-3556570.692","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","138.55957723453156","NaN","-4650","0.10765850913376415","-0.09850133271011993","NaN"
"1940489931","true","2011-12-17 20:22:57.000","-3.619076359","-57.93592977","-224927.6939-3556228.816","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","137.46895059198434","NaN","-4650","0.1071646317222141","-0.09889194265516912","NaN"
"1940489932","true","2011-12-17 20:52:57.000","-3.45986506","-57.87791198","-215454.3938-3563612.683","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","155.48142081921705","NaN","-4269","0.11319952645485266","-0.09419722699209981","NaN"
"1940489933","true","2011-12-17 21:22:57.000","-3.455873933","-57.91415553","-214950.6464-3559396.632","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","150.58588651819784","NaN","-4553","0.1116105109736344","-0.09568737628681316","NaN"
"1940489934","true","2011-12-17 21:52:57.000","-3.538945862","-57.99256339","-219545.235-3549931.304","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","142.8692438044928","NaN","-4859","0.10654883985432143","-0.09925364362155904","NaN"
"1940489935","true","2011-12-17 22:22:57.000","-3.597300513","-58.0073408","-223052.2756-3547981.885","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","133.34232124224096","NaN","-4830","0.08626699171649191","-0.09650748221897999","NaN"
"1940489936","true","2011-12-17 22:52:57.000","-3.645003485","-58.03096541","-225830.6071-3545039.233","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","132.0632569042387","NaN","-4847","0.0856243204178029","-0.09695794188068652","NaN"
"1940489937","true","2011-12-17 23:22:57.000","-3.661594844","-58.04126741","-226780.2552-3543772.124","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","131.69811238853623","NaN","-4847","0.08344794159518253","-0.09532133634247877","NaN"
"1940489938","true","2011-12-17 23:52:57.000","-3.763616289","-58.0763889","-232820.5618-3539267.254","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","154.40007578164125","NaN","-4847","0.05578819249084763","-0.0791936250050468","NaN"
"1940489939","true","2011-12-18 00:22:57.000","-3.662549038","-58.09969996","-226403.0971-3536954.25","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","131.7892184409007","NaN","-4998","0.07147627586592661","-0.08626846039562899","NaN"
"1940489940","true","2011-12-18 00:52:57.000","-3.641574564","-58.1938157","-224410.0346-3526065.387","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","136.3550382775106","NaN","-4972","0.05229486406361573","-0.07455605210463005","NaN"
"1940489941","true","2011-12-18 01:22:57.000","-3.76056578","-58.22691885","-231478.9031-3521734.443","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","128.60181126506507","NaN","-4313","0.022606826993168145","-0.06124608536562851","NaN"
"1940489942","true","2011-12-18 01:52:57.000","-3.920793013","-58.23877433","-241231.8372-3519692.312","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","128.2001334362609","NaN","-4033","0.015948331694506598","-0.05650278033775192","NaN"
"1940489943","true","2011-12-18 02:22:57.000","-4.260304043","-58.28291096","-261700.9272-3513062.531","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-4237","-0.012965199339615438","-0.016130101396449836","NaN"
"1940489944","true","2011-12-18 02:52:57.000","-4.617279393","-58.32890621","-283151.3025-3506012.656","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3736","-0.021867823659344976","0.02698442062803452","NaN"
"1940489945","true","2011-12-18 03:22:57.000","-4.802626572","-58.34541817","-294330.1306-3503158.1","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3794","-0.014475986627756452","0.03663394992796606","NaN"
"1940489946","true","2011-12-18 03:52:57.000","-4.819968148","-58.35021193","-295343.4041-3502511.412","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3808","-0.013290785624963834","0.0375050404103689","NaN"
"1940489947","true","2011-12-18 04:22:57.000","-4.819094272","-58.35779838","-295215.6101-3501633.75","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3808","-0.013126374070758949","0.03726647203914739","NaN"
"1940489948","true","2011-12-18 04:52:57.000","-4.818971934","-58.35949494","-295191.5019-3501437.104","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3785","-0.013133020038110897","0.03719412923282822","NaN"
"1940489949","true","2011-12-18 05:22:57.000","-4.817675568","-58.36137035","-295093.8992-3501225.713","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3785","-0.013192937515308513","0.03705285985316229","NaN"
"1940489950","true","2011-12-18 05:52:57.000","-4.814194147","-58.36374564","-294857.8948-3500967.444","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3785","-0.013343224731069381","0.036785904118361","NaN"
"1940489951","true","2011-12-18 06:22:57.000","-4.810607458","-58.36552534","-294621.3195-3500778.955","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3785","-0.013521715637696694","0.036534895543309305","NaN"
"1940489952","true","2011-12-18 06:52:57.000","-4.80762814","-58.36701916","-294424.6734-3500620.574","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3789","-0.013677089213853105","0.036326887584988234","NaN"
"1940489953","true","2011-12-18 07:22:57.000","-4.803962552","-58.36861744","-294185.0965-3500453.56","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3789","-0.013860214221296751","0.036088753383211915","NaN"
"1940489954","true","2011-12-18 07:52:57.000","-4.799994467","-58.36972274","-293931.8756-3500345.405","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3789","-0.014086377608115387","0.03585409531396577","NaN"
"1940489955","true","2011-12-18 08:22:57.000","-4.796468602","-58.36961406","-293717.5313-3500376.123","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","NaN","-3789","-0.014365925092432973","0.0356700929492743","NaN"
